Date,Close,High,Low,Open,Volume
2003-10-07,1.7786641120910645,1.829103571072716,1.6910579883102976,1.6910579883102976,19575
2003-10-08,1.7786641120910645,1.7786641120910645,1.7786641120910645,1.7786641120910645,0
2003-10-09,1.786628007888794,1.7972469461687295,1.7229148054403811,1.725569513308415,6750
2003-10-10,1.8237953186035156,1.8237953186035156,1.7494629376490265,1.7494629376490265,12150
2003-10-13,1.8609609603881836,1.8609609603881836,1.725570067946125,1.7999023393743665,31388
2003-10-14,2.0653748512268066,2.0653748512268066,1.8503422326386014,1.8503422326386014,65813
2003-10-15,2.0574097633361816,2.0574097633361816,1.8742343527467586,1.9910419476333168,10125
2003-10-16,2.0574097633361816,2.0574097633361816,2.0574097633361816,2.0574097633361816,0
2003-10-17,2.0574097633361816,2.0574097633361816,1.8742343527467586,1.9910419476333168,4050
2003-10-20,2.0574097633361816,2.0574097633361816,1.8875082149492264,2.0043155962201453,4050
2003-10-21,1.9698047637939453,1.9751133261933063,1.807866374618673,1.8715795905776194,20588
2003-10-22,2.0574097633361816,2.0574097633361816,1.9087452409487236,1.927328519862795,42525
2003-10-23,2.097231149673462,2.097231149673462,1.8237950123998772,1.8237950123998772,5738
2003-10-24,2.097231149673462,2.1370516684560634,1.8848534117796771,1.9485666263399923,43200
2003-10-27,2.2246580123901367,2.2299674296605363,2.0839577070697324,2.0998861724965927,29700
2003-10-28,2.1821818351745605,2.2352762010793503,2.0866115065916646,2.0866115065916646,18900
2003-10-29,2.190145969390869,2.232622160405307,2.190145969390869,2.232622160405307,8775
2003-10-30,2.325538158416748,2.3520848216860357,2.2220035441934782,2.2220035441934782,46913
2003-10-31,2.383941650390625,2.383941650390625,2.309609379758245,2.309609379758245,21263
2003-11-03,2.6149020195007324,2.6149020195007324,2.3706671739377865,2.3706671739377865,57375
2003-11-04,2.5777363777160645,2.7476390319095354,2.5777363777160645,2.638794790265862,18225
2003-11-05,2.439690351486206,2.5803906432399244,2.439690351486206,2.553842918600742,10800
2003-11-06,2.2299673557281494,2.439690505841906,2.1635993216250293,2.439690505841906,81675
2003-11-07,2.2432408332824707,2.2432408332824707,2.123777580692674,2.137051441570354,12150
2003-11-10,2.2432408332824707,2.3096088559771646,2.2432408332824707,2.2724420882427836,25313
2003-11-11,2.219348907470703,2.2379321927446734,2.1105057208247806,2.2379321927446734,4388
2003-11-12,2.1237785816192627,2.2166941562443605,2.1237785816192627,2.2166941562443605,8775
2003-11-13,2.192800521850586,2.243240939229298,2.190145706826541,2.2379313091812083,28688
2003-11-14,2.1503262519836426,2.190146570506731,2.083958199982313,2.190146570506731,14513
2003-11-17,1.967150092124939,2.137051871338417,1.9538764421935026,2.137051871338417,64463
2003-11-18,2.0043163299560547,2.123778570123081,1.9565315620586747,1.9724593907930332,49613
2003-11-19,2.017589807510376,2.1237781601153873,1.969805048838121,2.1237781601153873,5400
2003-11-20,2.049445629119873,2.1476708042354815,2.006970507018685,2.1184684768910325,32738
2003-11-21,2.020244598388672,2.0759935896313078,2.0149349672077794,2.0149349672077794,2700
2003-11-24,2.0574097633361816,2.075993255865892,2.0175894584226133,2.0175894584226133,1013
